sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
masculino;industria;fabrica de;robledo;2;7;03/05/2019;8200000.0;microempresarial
femenino;comercio;tienda;santo domingo savio ;2;1;14/06/2018;5000000.0;microempresarial
femenino;comercio;variedades;santo domingo savio ;1;1;12/02/2018;1500000.0;microempresarial
femenino;industria;fabrica de;picacho;1;6;26/07/2018;3500000.0;microempresarial
masculino;comercio;almacen de ropa en;santo domingo savio ;1;1;30/11/2017;4000000.0;microempresarial
femenino;industria;fabrica de;enciso;1;8;10/04/2018;5000000.0;microempresarial
femenino;comercio;cafe e internet;santo domingo savio ;2;1;15/02/2018;3000000.0;microempresarial
masculino;comercio;charcuteria;la milagrosa;3;60;24/03/2017;7370000.0;microempresarial
masculino;comercio;cafeteria;san javier no1;1;13;06/02/2017;4400000.0;credioportuno
femenino;comercio;variedades;manrique central no2;1;3;01/06/2018;5000000.0;microempresarial
masculino;industria;variedades;trinidad;2;15;23/02/2018;6000000.0;microempresarial
masculino;industria;fabrica de;guayabal;2;15;30/03/2017;6000000.0;microempresarial
femenino;servicio;cafeteria;buenos aires;3;9;18/08/2017;6000000.0;microempresarial
masculino;comercio;tienda;centro admtivo;1;10;31/08/2017;750000.0;microempresarial
femenino;servicio;tienda;suburbano barro ;2;90;26/07/2017;7370000.0;microempresarial
femenino;comercio;comidas rapidas;cabecera san antonio ;2;80;13/06/2017;4000000.0;microempresarial
femenino;comercio;papeleria;manrique central no2;1;3;16/02/2018;4000000.0;microempresarial
femenino;comercio;almacen de ropa en;popular;2;1;15/06/2017;6000000.0;microempresarial
femenino;comercio;variedades;santa elena central;2;90;30/01/2018;5000000.0;microempresarial
femenino;comercio;variedades;barrio caicedo;2;9;31/10/2017;4000000.0;credioportuno
masculino;comercio;tienda;campo valdes no1;2;4;12/02/2018;7800000.0;microempresarial
femenino;servicio;tienda;belen;2;16;27/09/2017;7377000.0;microempresarial
femenino;industria;fabrica de;buenos aires;3;9;28/11/2018;7800000.0;microempresarial
masculino;industria;fabrica de;antonio nariño;2;13;14/03/2018;7800000.0;microempresarial
femenino;comercio;ebanistaria;boyaca;3;5;29/08/2017;7000000.0;microempresarial
femenino;comercio;variedades;kennedy;2;6;20/11/2018;6000000.0;microempresarial
femenino;servicio;variedades;belen;3;16;07/12/2016;20000000.0;empresarial ed.
femenino;comercio;variedades;cabecera san cristobal;2;60;11/10/2017;4000000.0;microempresarial
femenino;industria;fabrica de;20 de julio;1;13;23/02/2018;7000000.0;microempresarial
masculino;comercio;variedades;villa hermosa;3;8;25/07/2018;7800000.0;microempresarial
femenino;industria;fabrica de;manrique central no2;2;3;28/02/2017;30000000.0;empresarial ed.
masculino;comercio;mantenimiento en;aranjuez;2;4;03/10/2018;3000000.0;microempresarial
masculino;comercio;ferreteria;manrique central no2;1;3;18/10/2018;4500000.0;microempresarial
masculino;comercio;fabrica de;robledo;2;7;29/11/2016;4000000.0;microempresarial
femenino;industria;fabrica de;popular;2;1;18/11/2016;2000000.0;microempresarial
masculino;comercio;variedades;doce de octubre no1;2;6;02/02/2018;7000000.0;microempresarial
femenino;industria;fabrica de;aranjuez;3;4;18/05/2018;5500000.0;microempresarial
femenino;comercio;papeleria;guayabal;2;15;27/07/2018;2500000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;1;7;20/06/2018;4000000.0;microempresarial
masculino;comercio;granero;villa hermosa;1;8;27/02/2018;3000000.0;microempresarial
masculino;servicio;mantenimiento en;robledo;2;7;11/10/2018;7000000.0;microempresarial
femenino;agropecuaria;criadero de animales;belen;2;16;13/02/2019;1000000.0;microempresarial
femenino;industria;fabrica de calzado;enciso;3;8;08/02/2018;7500000.0;microempresarial
femenino;servicio;cafe e internet;manrique central no2;1;3;03/08/2016;5000000.0;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80;17/02/2017;6000000.0;microempresarial
femenino;comercio;tienda;olaya herrera;1;7;10/04/2019;6000000.0;microempresarial
femenino;servicio;productos de belleza;santa cruz;2;2;29/03/2019;6000000.0;microempresarial
femenino;comercio;comidas rapidas;manrique central no2;3;3;23/11/2018;5000000.0;microempresarial
femenino;industria;fabrica de;belen;3;16;29/02/2016;4000000.0;microempresarial
masculino;industria;cerrajeria;manrique oriental;2;3;22/04/2016;8000000.0;microempresarial
femenino;industria;fabrica de;manrique central no1;2;4;07/11/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en;villa hermosa;3;8;16/01/2018;7000000.0;microempresarial
femenino;comercio;almacen de ropa en;buenos aires;2;9;17/04/2017;4400000.0;microempresarial
femenino;industria;fabrica de;la milagrosa;3;9;15/05/2019;7000000.0;microempresarial
masculino;comercio;miscelanea;enciso;2;8;07/02/2019;3000000.0;microempresarial
masculino;comercio;tienda;enciso;2;8;09/04/2019;8200000.0;microempresarial
femenino;comercio;licorera;barrio caicedo;2;9;07/09/2016;6800000.0;microempresarial
masculino;comercio;legumbreria;playon de los ;1;2;11/04/2016;6890000.0;microempresarial
masculino;comercio;charcuteria;villa niza;2;2;20/03/2018;7800000.0;microempresarial
masculino;comercio;fabrica de;el salvador;2;9;30/01/2018;7800000.0;microempresarial
femenino;servicio;peluqueria;popular;2;1;18/02/2019;8200000.0;microempresarial
masculino;comercio;comidas rapidas;andalucia;2;2;13/03/2017;7300000.0;microempresarial
femenino;comercio;tienda;robledo;1;7;20/12/2018;6500000.0;microempresarial
masculino;comercio;tienda;doce de octubre no1;1;6;21/05/2018;7800000.0;microempresarial
femenino;comercio;carniceria;20 de julio;2;13;10/03/2017;6000000.0;microempresarial
femenino;comercio;fabrica de calzado;aranjuez;3;4;19/11/2018;7800000.0;microempresarial
femenino;comercio;variedades;belalcazar;3;5;09/11/2017;7000000.0;microempresarial
masculino;servicio;mantenimiento en;la pradera;3;13;21/05/2018;6000000.0;microempresarial
femenino;industria;fabrica de;belen;2;16;28/03/2016;5000000.0;microempresarial
femenino;comercio;peluqueria;robledo;2;7;17/07/2018;7800000.0;microempresarial
femenino;servicio;tienda;aranjuez;3;4;19/11/2016;6000000.0;microempresarial
femenino;agropecuaria;tienda;buenos aires;3;9;08/05/2019;8000000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7;13/08/2018;6000000.0;microempresarial
femenino;servicio;peluqueria;aranjuez;3;4;31/07/2017;7300000.0;microempresarial
masculino;servicio;mantenimiento en;pedregal;3;6;10/12/2018;7800000.0;microempresarial
femenino;comercio;variedades;castilla;3;5;07/09/2017;73000000.0;microempresarial
femenino;industria;fabrica de alimentos;guayabal;3;15;05/10/2017;3000000.0;microempresarial
femenino;comercio;variedades;moravia;2;4;08/11/2016;3000000.0;microempresarial
femenino;servicio;restaurante;cabecera san antonio ;1;80;06/10/2017;6000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7;06/04/2016;3000000.0;microempresarial
femenino;servicio;peluqueria;barrio caicedo;2;9;23/04/2018;4000000.0;microempresarial
femenino;comercio;fabrica de calzado;castilla;3;5;09/05/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;la milagrosa;3;9;11/05/2018;1200000.0;microempresarial
femenino;industria;fabrica de;buenos aires;2;9;17/03/2017;7377000.0;microempresarial
masculino;comercio;comidas rapidas;el poblado;3;14;04/02/2016;6443500.0;microempresarial
femenino;industria;fabrica de;manrique oriental;2;3;22/05/2019;6000000.0;microempresarial
femenino;comercio;legumbreria;la pradera;2;13;23/11/2016;3000000.0;microempresarial
femenino;industria;variedades;el salvador;3;9;07/12/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;popular;1;1;29/08/2018;4500000.0;microempresarial
femenino;comercio;recreativo educativo;bel¿n;3;16;15/02/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;castilla;3;5;26/04/2019;7500000.0;microempresarial
masculino;servicio;lavanderia;nuevos conquistadores;1;13;18/12/2017;2500000.0;microempresarial
femenino;comercio;almacen de ropa en;campo valdes no1;3;4;06/06/2017;700000.0;microempresarial
masculino;comercio;taller de mecanica;el salvador;3;9;29/08/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;el salvador;3;9;24/01/2018;1000000.0;microempresarial
femenino;comercio;almacen de ropa en;robledo;2;7;11/12/2017;4500000.0;microempresarial
masculino;comercio;variedades;aranjuez;3;4;10/08/2018;7000000.0;microempresarial
femenino;comercio;tienda;cabecera san antonio ;1;80;11/10/2018;1000000.0;microempresarial
masculino;industria;panaderia;cabecera san antonio ;2;80;06/05/2016;4000000.0;microempresarial
masculino;industria;carpinteria;boston;3;10;15/03/2018;7800000.0;microempresarial
masculino;industria;cerrajeria;la milagrosa;2;9;18/05/2018;2500000.0;microempresarial
femenino;industria;fabrica de;la libertad;2;8;02/08/2018;5200000.0;microempresarial
masculino;agropecuaria;criadero de animales;picachito;1;6;16/05/2016;4000000.0;agropecuaria
femenino;industria;fabrica de ceramica;robledo;1;7;11/10/2018;7800000.0;microempresarial
femenino;industria;fabrica de;belen;2;16;12/06/2017;7300000.0;microempresarial
femenino;comercio;variedades;belencito;2;13;21/11/2018;7800000.0;microempresarial
femenino;industria;fabrica de;picachito;1;6;12/10/2018;6000000.0;microempresarial
femenino;servicio;peluqueria;campo valdes no1;3;4;13/04/2018;7800000.0;microempresarial
masculino;comercio;tienda;cabecera san cristobal;1;60;01/06/2017;7300000.0;microempresarial
femenino;comercio;comidas rapidas;popular;2;1;03/02/2017;2000000.0;microempresarial
femenino;comercio;carniceria;castilla;3;5;11/07/2018;7800000.0;microempresarial
femenino;agropecuaria;venta de pollos;cabecera san cristobal;2;60;14/05/2019;10000000.0;agropecuaria
masculino;comercio;legumbreria;manrique oriental;1;3;22/12/2017;4000000.0;microempresarial
femenino;industria;fabrica de;loreto;3;9;24/04/2018;7000000.0;microempresarial
femenino;industria;fabrica de;castilla;3;5;04/07/2017;5000000.0;microempresarial
femenino;comercio;comidas rapidas;santa cruz;2;2;27/06/2017;7370000.0;microempresarial
femenino;servicio;comidas rapidas;20 de julio;2;13;10/11/2016;6000000.0;microempresarial
masculino;comercio;barberia;picachito;2;6;31/03/2017;3000000.0;microempresarial
femenino;comercio;variedades;castilla;3;5;01/11/2018;7800000.0;microempresarial
masculino;comercio;fabrica de helados;picachito;1;6;03/03/2017;2500000.0;microempresarial
masculino;comercio;variedades;manrique central no1;3;4;17/03/2017;6000000.0;microempresarial
masculino;comercio;legumbreria;manrique central no1;1;4;26/07/2017;6000000.0;microempresarial
femenino;industria;fabrica de calzado;santa cruz;2;2;15/01/2019;8200000.0;microempresarial
femenino;comercio;tienda;cabecera san cristobal;2;60;30/12/2016;6800000.0;microempresarial
masculino;comercio;distribuidora de;alfonso lopez;3;5;17/06/2016;6890000.0;microempresarial
femenino;comercio;variedades;belen;2;16;20/01/2017;6000000.0;microempresarial
femenino;comercio;variedades;trinidad;3;15;23/10/2017;7000000.0;microempresarial
femenino;comercio;peluqueria;boston;3;10;14/02/2017;4000000.0;microempresarial
femenino;industria;variedades;altavista;2;70;24/07/2017;7300000.0;microempresarial
femenino;comercio;tienda de helados;moravia;2;4;16/06/2016;4500000.0;microempresarial
masculino;comercio;ferreteria;la candelaria;2;10;25/01/2019;8280000.0;microempresarial
femenino;industria;fabrica de;manrique central no1;2;4;14/11/2018;7000000.0;microempresarial
femenino;industria;fabrica de;manrique central no1;3;4;29/09/2017;5000000.0;microempresarial
femenino;industria;fabrica de;manrique central no1;2;4;07/12/2018;6000000.0;microempresarial
femenino;comercio;tienda;castilla;3;5;01/06/2016;6890000.0;microempresarial
femenino;comercio;variedades;robledo;2;7;16/05/2017;5000000.0;microempresarial
femenino;servicio;peluqueria;moravia;1;4;16/02/2017;4000000.0;microempresarial
femenino;industria;fabrica de;campo valdes no1;3;4;07/03/2017;7377000.0;microempresarial
masculino;industria;fabrica de;belen;2;16;06/09/2017;6500000.0;microempresarial
masculino;comercio;almacen de ropa en;santa cruz;2;2;26/01/2017;6300000.0;microempresarial
masculino;comercio;tienda;san german;1;7;28/08/2017;7000000.0;microempresarial
femenino;servicio;comidas rapidas;manrique oriental;2;3;12/07/2017;4400000.0;microempresarial
femenino;comercio;almacen de ropa en;belen;3;16;21/11/2018;4500000.0;microempresarial
masculino;comercio;taller de mecanica;aranjuez;3;4;28/03/2017;7000000.0;microempresarial
masculino;servicio;mantenimiento en;el pinal;1;8;07/06/2016;6000000.0;microempresarial
femenino;comercio;variedades;kennedy;2;6;07/07/2016;6800000.0;microempresarial
femenino;servicio;papeleria;girardot;3;5;28/01/2019;8000000.0;microempresarial
femenino;comercio;variedades;popular;2;1;17/02/2017;7377000.0;microempresarial
femenino;comercio;ferreteria;robledo;2;7;28/11/2017;7300000.0;microempresarial
masculino;comercio;variedades;cabecera san cristobal;2;60;17/03/2017;7000000.0;microempresarial
masculino;comercio;tienda;cabecera san cristobal;1;60;16/04/2018;6000000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;2;7;04/10/2016;6890000.0;microempresarial
femenino;comercio;comidas rapidas;blanquizal;1;13;23/02/2018;1000000.0;microempresarial
masculino;servicio;fotografia;robledo;2;7;09/08/2017;6000000.0;microempresarial
masculino;comercio;carpinteria;castilla;3;5;03/05/2017;7300000.0;microempresarial
femenino;industria;fabrica de;florencia;3;5;13/07/2017;7377000.0;microempresarial
femenino;comercio;variedades;manrique central no1;2;4;26/10/2018;17187324.0;empresarial ed.
masculino;industria;fabrica de muebles;santo domingo savio ;2;1;16/05/2018;4000000.0;microempresarial
masculino;industria;fabrica de;castilla;1;5;19/04/2018;2500000.0;microempresarial
masculino;industria;fabrica de muebles;picachito;1;6;08/05/2018;7800000.0;microempresarial
femenino;industria;miscelanea;manrique central no1;2;4;01/03/2017;6890000.0;microempresarial
femenino;industria;variedades;carpinelo;1;1;04/04/2018;5000000.0;microempresarial
femenino;servicio;peluqueria;santa cruz;2;2;02/05/2018;7800000.0;microempresarial
masculino;comercio;variedades;manrique central no2;2;3;26/02/2018;5000000.0;microempresarial
femenino;comercio;almacen de ropa en;la esperanza;1;6;12/04/2018;1200000.0;microempresarial
masculino;comercio;tienda;granizal;2;1;20/11/2018;6000000.0;microempresarial
femenino;comercio;variedades;san javier no1;2;13;04/01/2019;6000000.0;microempresarial
masculino;comercio;variedades;castilla;3;5;01/02/2018;7000000.0;microempresarial
femenino;industria;fabrica de;playon de los ;2;2;21/11/2018;7800000.0;microempresarial
femenino;servicio;peluqueria;doce de octubre no1;2;6;20/04/2018;6000000.0;microempresarial
femenino;industria;mantenimiento en;buenos aires;2;4;28/08/2018;4000000.0;microempresarial
femenino;servicio;recreativo educativo;popular;2;1;14/07/2016;6500000.0;microempresarial
masculino;servicio;tienda;santo domingo savio ;1;1;25/10/2018;3000000.0;microempresarial
masculino;industria;variedades;manrique central no2;2;3;01/08/2018;7800000.0;microempresarial
masculino;servicio;cafe e internet;belen;2;16;15/05/2018;7800000.0;microempresarial
masculino;comercio;legumbreria;calasanz;3;12;20/11/2018;5000000.0;microempresarial
masculino;industria;joyeria;robledo;2;7;18/02/2016;6890000.0;microempresarial
femenino;comercio;miscelanea;castilla;3;5;24/03/2017;7000000.0;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80;25/04/2017;5000000.0;microempresarial
masculino;comercio;tienda;campo valdes no2;3;3;19/01/2017;73770000.0;microempresarial
femenino;comercio;variedades;enciso;2;8;04/04/2017;6000000.0;microempresarial
femenino;comercio;legumbreria;robledo;1;7;31/05/2016;1500000.0;microempresarial
masculino;comercio;variedades;los mangos;2;8;20/06/2017;4000000.0;microempresarial
femenino;servicio;peluqueria;andalucia;2;2;08/03/2018;6000000.0;microempresarial
femenino;industria;fabrica de;manrique central no1;2;4;07/06/2018;5000000.0;microempresarial
masculino;industria;fabrica de;popular;2;1;14/12/2017;7000000.0;microempresarial
femenino;comercio;tienda;alfonso lopez;3;5;13/03/2018;7800000.0;microempresarial
masculino;comercio;variedades;manrique oriental;3;3;18/06/2018;7000000.0;microempresarial
masculino;servicio;cafe e internet;san javier no1;3;13;29/12/2016;10000000.0;empresarial ed.
masculino;comercio;marqueteria;campo valdes no1;3;4;12/03/2018;2000000.0;microempresarial
masculino;comercio;tienda;san jose de la cima no. ;1;3;03/08/2016;2000000.0;microempresarial
femenino;industria;fabrica de;san pablo;1;1;20/09/2018;7000000.0;microempresarial
masculino;comercio;fabrica de;san javier no1;1;13;04/01/2019;6000000.0;microempresarial
femenino;servicio;carniceria;llanaditas;1;8;18/10/2017;5000000.0;microempresarial
femenino;servicio;variedades;la milagrosa;3;9;21/02/2018;7800000.0;microempresarial
masculino;comercio;tienda;el compromiso;1;1;02/06/2016;5600000.0;microempresarial
femenino;industria;fabrica de arepas;buenos aires;3;9;16/05/2016;2400000.0;microempresarial
femenino;servicio;comidas rapidas;santander;2;6;13/02/2019;6000000.0;microempresarial
masculino;industria;fabrica de;san javier no1;1;13;08/05/2017;7377000.0;microempresarial
masculino;industria;fabrica de muebles;santa cruz;2;2;27/05/2016;6800000.0;microempresarial
femenino;servicio;variedades;girardot;3;5;08/03/2018;7000000.0;microempresarial
femenino;comercio;almacen de ropa en;manrique central no1;1;4;24/10/2017;7000000.0;microempresarial
femenino;servicio;comidas rapidas;nuevos conquistadores;1;13;01/03/2017;7377000.0;microempresarial
masculino;industria;fabrica de;florencia;3;5;17/11/2016;6890000.0;microempresarial
masculino;servicio;mantenimiento en;la milagrosa;2;9;01/11/2017;7000000.0;microempresarial
masculino;servicio;tienda;carpinelo;1;1;26/07/2017;7300000.0;microempresarial
femenino;servicio;variedades;santo domingo savio ;1;1;18/09/2017;7300000.0;microempresarial
masculino;comercio;fabrica de;manrique oriental;2;3;05/10/2016;2000000.0;microempresarial
femenino;comercio;variedades;castilla;3;5;21/11/2018;7800000.0;microempresarial
femenino;comercio;papeleria;belen;3;16;24/03/2017;7370000.0;microempresarial
femenino;comercio;variedades;calasanz;1;12;01/04/2019;8200000.0;microempresarial
femenino;servicio;variedades;villa hermosa;3;8;06/07/2018;7800000.0;microempresarial
femenino;agropecuaria;criadero de animales;cabecera san cristobal;2;60;09/02/2017;7000000.0;microempresarial
femenino;industria;fabrica de;prado;2;10;24/02/2016;6890000.0;microempresarial
masculino;industria;fabrica de;campo valdes no1;3;4;05/09/2017;6000000.0;microempresarial
femenino;comercio;cafeteria;aranjuez;2;4;05/12/2018;7800000.0;microempresarial
masculino;comercio;miscelanea;centro admtivo;1;10;26/02/2018;7800000.0;microempresarial
femenino;comercio;tienda de helados;manrique central no2;3;3;05/05/2016;4000000.0;microempresarial
femenino;servicio;peluqueria;guayabal;2;15;24/10/2016;2000000.0;microempresarial
femenino;comercio;tienda;campo valdes no1;2;4;22/05/2018;7800000.0;microempresarial
masculino;comercio;restaurante;belen;3;16;18/11/2016;6890000.0;microempresarial
femenino;comercio;comidas rapidas;san javier no1;1;13;26/07/2017;7370000.0;microempresarial
femenino;comercio;comidas rapidas;calasanz;1;12;13/06/2017;7300000.0;microempresarial
femenino;comercio;variedades;san javier no1;1;13;15/11/2017;7300000.0;microempresarial
masculino;comercio;tienda;la floresta;3;12;19/01/2018;7300000.0;microempresarial
masculino;comercio;variedades;manrique central no1;2;4;10/08/2018;5000000.0;microempresarial
femenino;servicio;restaurante;barrio caicedo;1;9;07/09/2017;7000000.0;microempresarial
femenino;servicio;barberia;robledo;2;7;09/07/2018;6000000.0;microempresarial
femenino;servicio;peluqueria;villatina;1;8;13/04/2018;4500000.0;microempresarial
masculino;industria;ebanistaria;la milagrosa;3;9;19/09/2017;7000000.0;microempresarial
masculino;servicio;bares;belencito;2;13;17/05/2016;6890000.0;microempresarial
masculino;comercio;variedades;belen;2;16;02/03/2018;4500000.0;microempresarial
femenino;industria;deposito de;llanaditas;1;8;06/02/2017;7377000.0;microempresarial
masculino;servicio;recreativo educativo;centro admtivo;3;10;08/04/2016;4000000.0;microempresarial
femenino;comercio;variedades;robledo;1;7;23/02/2018;4000000.0;microempresarial
femenino;industria;variedades;belen;3;16;05/07/2018;19500000.0;juridica y cap.semilla
femenino;comercio;tienda;barrio caicedo;1;9;19/05/2017;7377000.0;microempresarial
femenino;comercio;variedades;santa cruz;2;2;24/07/2017;6500000.0;microempresarial
masculino;comercio;comidas rapidas;la isla;2;2;24/09/2018;5000000.0;microempresarial
masculino;industria;fabrica de;cristo rey;3;15;11/11/2016;6000000.0;microempresarial
femenino;comercio;almacen de ropa en;guayabal;3;15;09/10/2017;7000000.0;microempresarial
masculino;servicio;fabrica de helados;el corazon;2;13;05/03/2018;3500000.0;microempresarial
masculino;industria;fabrica de calzado;pedregal;3;6;13/02/2018;1000000.0;microempresarial
masculino;industria;fabrica de;barrio caicedo;2;9;30/04/2018;7800000.0;microempresarial
femenino;industria;fabrica de;villa hermosa;2;8;29/05/2018;7800000.0;microempresarial
masculino;servicio;tienda;robledo;3;7;09/05/2018;7800000.0;microempresarial
masculino;servicio;barberia;buenos aires;3;9;28/03/2017;7000000.0;microempresarial
femenino;industria;fabrica de;san javier no1;2;13;14/07/2017;7000000.0;microempresarial
masculino;industria;mantenimiento en;robledo;2;7;13/06/2017;7377000.0;microempresarial
femenino;comercio;joyeria;campo valdes no1;3;4;11/10/2018;5000000.0;microempresarial
femenino;comercio;drogueria;castilla;3;5;14/09/2018;7800000.0;microempresarial
femenino;industria;fabrica de;la milagrosa;3;9;17/07/2017;7300000.0;microempresarial
femenino;comercio;tienda de helados;robledo;2;7;05/09/2018;5000000.0;microempresarial
masculino;industria;fabrica de alimentos;buenos aires;3;9;09/07/2018;7000000.0;microempresarial
femenino;comercio;fabrica de;santander;2;6;27/01/2017;2000000.0;microempresarial
femenino;comercio;tienda;la milagrosa;2;9;20/09/2018;3000000.0;microempresarial
masculino;comercio;distribuidora de;aranjuez;3;4;05/07/2018;7800000.0;microempresarial
femenino;comercio;fabrica de helados;belen;3;16;03/11/2016;6800000.0;microempresarial
femenino;comercio;almacen de ropa en;santa cruz;1;2;14/03/2018;7000000.0;microempresarial
femenino;comercio;variedades;boyaca;3;5;31/01/2019;8200000.0;microempresarial
femenino;comercio;variedades;manrique oriental;1;3;18/10/2018;4000000.0;microempresarial
femenino;comercio;tienda;manrique central no1;2;4;07/12/2017;7000000.0;microempresarial
masculino;comercio;almacen de ropa en;buenos aires;1;9;08/09/2016;2000000.0;microempresarial
masculino;servicio;servicios;20 de julio;2;13;10/01/2018;6000000.0;microempresarial
femenino;comercio;tienda;san javier no1;1;13;01/11/2016;5000000.0;microempresarial
masculino;comercio;variedades;girardot;3;5;28/02/2018;7000000.0;microempresarial
femenino;comercio;legumbreria;manrique central no2;1;3;21/06/2018;5000000.0;microempresarial
femenino;industria;fabrica de;castilla;3;5;25/08/2017;7000000.0;microempresarial
femenino;comercio;variedades;castilla;3;5;12/05/2016;1000000.0;microempresarial
femenino;comercio;almacen de ropa en;la loma;2;60;06/06/2018;5000000.0;microempresarial
femenino;comercio;productos de belleza;popular;2;1;03/05/2018;7800000.0;microempresarial
masculino;comercio;comidas rapidas;aranjuez;3;4;20/12/2018;6000000.0;microempresarial
femenino;comercio;almacen de ropa en;san javier no1;2;13;14/12/2016;6890000.0;microempresarial
femenino;servicio;recreativo educativo;cabecera san antonio ;3;80;01/09/2016;6890000.0;juridica y cap.semilla
masculino;comercio;comidas rapidas;altavista;2;16;22/06/2018;5000000.0;microempresarial
masculino;comercio;cerrajeria;robledo;1;7;02/12/2016;6800000.0;microempresarial
femenino;comercio;tienda;carpinelo;1;1;22/08/2016;6890000.0;microempresarial
masculino;industria;fabrica de;belen;3;16;17/05/2018;2500000.0;microempresarial
femenino;servicio;comidas rapidas;belalcazar;3;5;18/05/2016;5000000.0;microempresarial
femenino;comercio;comidas rapidas;manrique central no1;3;4;06/03/2018;1000000.0;microempresarial
femenino;comercio;fabrica de;belencito;2;13;14/02/2018;4500000.0;microempresarial
femenino;servicio;mantenimiento en;robledo;2;7;25/01/2018;7800000.0;microempresarial
femenino;comercio;cafeteria;manrique central no1;2;4;24/01/2018;800000.0;microempresarial
masculino;industria;panaderia;las palmas;3;10;07/11/2017;4300000.0;microempresarial
masculino;comercio;tienda;andalucia;2;2;24/05/2017;7300000.0;microempresarial
masculino;industria;fabrica de;san javier no1;2;13;26/10/2016;5000000.0;microempresarial
femenino;servicio;hoteles moteles;manrique oriental;3;3;27/09/2016;6890000.0;microempresarial
masculino;servicio;variedades;la floresta;3;12;26/04/2017;4300000.0;microempresarial
masculino;comercio;variedades;la milagrosa;2;9;10/08/2017;7000000.0;microempresarial
masculino;industria;fabrica de calzado;doce de octubre no1;2;6;22/03/2019;7500000.0;microempresarial
femenino;servicio;peluqueria;manrique oriental;1;3;03/02/2017;7377000.0;microempresarial
masculino;comercio;tienda;villa hermosa;2;8;24/10/2018;3000000.0;microempresarial
masculino;comercio;cafeteria;belen;3;16;14/09/2018;7800000.0;microempresarial
masculino;industria;fabrica de;belen;3;16;27/06/2017;7000000.0;microempresarial
femenino;servicio;fabrica de;san jose de la cima no.;1;3;14/09/2018;3000000.0;microempresarial
femenino;industria;fabrica de;20 de julio;2;13;19/10/2017;6000000.0;microempresarial
femenino;industria;fabrica de;manrique central no1;3;4;11/05/2018;5000000.0;microempresarial
masculino;comercio;variedades;villa hermosa;2;8;11/01/2017;6000000.0;microempresarial
femenino;comercio;papeleria;granizal;2;1;09/08/2017;7000000.0;microempresarial
masculino;industria;fabrica de alimentos;lopez de mesa;3;7;16/11/2018;7800000.0;microempresarial
masculino;industria;fabrica de;robledo;2;7;30/10/2018;7800000.0;microempresarial
femenino;comercio;variedades;manrique oriental;2;3;11/05/2018;800000.0;microempresarial
femenino;servicio;peluqueria;castilla;3;5;22/09/2017;2500000.0;microempresarial
masculino;servicio;comidas rapidas;robledo;3;7;29/09/2016;3500000.0;microempresarial
femenino;servicio;peluqueria;pedregal;3;6;06/09/2016;6000000.0;microempresarial
masculino;industria;fabrica de calzado;manrique central no1;1;4;25/04/2018;3400000.0;microempresarial
femenino;industria;fabrica de;aranjuez;2;4;18/01/2019;6000000.0;microempresarial
masculino;industria;fabrica de;belen;3;16;13/12/2017;3500000.0;microempresarial
femenino;comercio;cafeteria;santo domingo savio ;1;1;26/04/2018;4500000.0;microempresarial
femenino;comercio;miscelanea;andalucia;2;2;18/10/2018;5000000.0;microempresarial
femenino;comercio;tienda;cabecera san antonio ;2;80;23/01/2017;2000000.0;microempresarial
femenino;servicio;peluqueria;santo domingo savio ;2;1;21/11/2017;7300000.0;microempresarial
femenino;comercio;comidas rapidas;manrique central no1;3;4;21/10/2016;4000000.0;microempresarial
femenino;comercio;variedades;doce de octubre no1;2;6;27/09/2018;3000000.0;microempresarial
masculino;comercio;comidas rapidas;doce de octubre no1;2;6;19/07/2016;6890000.0;microempresarial
femenino;comercio;tienda;manrique oriental;1;3;07/03/2019;8200000.0;microempresarial
femenino;comercio;variedades;moravia;2;4;11/04/2018;7000000.0;microempresarial
masculino;comercio;tienda;san javier no2;3;13;28/09/2016;6894000.0;microempresarial
masculino;comercio;panaderia;bello horizonte;2;7;30/11/2018;7800000.0;microempresarial
femenino;comercio;ferreteria;robledo;1;7;17/05/2018;5000000.0;microempresarial
femenino;comercio;variedades;buenos aires;2;9;17/04/2017;7370000.0;microempresarial
femenino;industria;fabrica de;enciso;2;4;03/10/2018;5000000.0;microempresarial
femenino;comercio;variedades;juan pablo ii;1;9;25/10/2018;5000000.0;microempresarial
femenino;comercio;tienda;campo valdes no1;3;4;20/10/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;san javier no1;2;13;02/02/2018;500000.0;microempresarial
masculino;comercio;miscelanea;castilla;3;5;08/05/2018;1500000.0;microempresarial
femenino;industria;fabrica de;la milagrosa;2;9;16/05/2019;8000000.0;microempresarial
